enabled,name,main_url
1,GX実行会議,https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/index.html
0,GX実現に向けたカーボンプライシング専門ワーキンググループ,https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/carbon_pricing_wg/kaisai.html
